"Whisky","Meta Critic","STDEV","#","Cost","Class","Super Cluster","Cluster","Country","Type"
"J&B Rare","6.89","1.16","13","$","Scotch-like","","","Scotland","Blend"
"Yamazakura Blended Whisky","6.61","1.15","3","$$$","Scotch-like","","","Japan","Blend"
"Mister Sam Tribute Whisky","9.54","0.13","4","$$$$$","Rye-like","","","Canada","Blend"
"Forty Creek 22yo","9.44","0.09","3","$$$$$","Rye-like","","","Canada","Blend"
"Booker's Rye","9.28","0.25","14","$$$$$+","Rye-like","","R4","USA","Rye"
"Lot 40 Cask Strength 11yo (2018)","9.18","0.20","13","$$$$","Rye-like","","","Canada","Rye"
"Lot 40 Cask Strength (Single Cask)","9.16","0.10","9","$$$$","Rye-like","","","Canada","Rye"
"Canadian Rockies 21yo (46%, old label)","9.13","0.33","6","$$$$","Rye-like","","","Canada","Blend"
"High West Rocky Mountain Rye 21yo","9.13","0.26","11","$$$$$+","Rye-like","","R4","USA","Rye"
"Thomas H. Handy Sazerac","9.13","0.23","24","$$$$$+","Rye-like","","R4","USA","Rye"
"J.P. Wiser's 35yo (2018)","9.11","0.18","8","$$$$$","Rye-like","","","Canada","Rye"
"Smooth Ambler Old Scout Single Barrel Rye","9.11","0.19","5","$$$$","Rye-like","","R4","USA","Rye"
"High West Rocky Mountain Rye 16yo","9.09","0.34","7","$$$$$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's 23yo Cask Strength Blend (2019)","9.08","0.24","5","$$$$$","Rye-like","","","Canada","Rye"
"High West Midwinter Night’s Dram Rye","9.06","0.17","19","$$$$$","Rye-like","","R4","USA","Rye"
"Van Winkle Family Reserve Rye 13yo","9.06","0.4","13","$$$$$+","Rye-like","","R4","USA","Rye"
"Lot 40 Cask Strength 12yo (2017)","9.04","0.31","20","$$$$","Rye-like","","","Canada","Rye"
"Canadian Club 41yo Chronicles No. 1","9.00","0.31","11","$$$$$","Rye-like","","","Canada","Blend"
"Crown Royal Noble Collection Blender's Mash 13yo","9.00","0.38","3","$$$","Rye-like","","","Canada","Blend"
"Canadian Rockies 35yo","8.99","0.32","3","$$$$$+","Rye-like","","","Canada","Blend"
"Forty Creek Unity","8.99","0.28","5","$$$","Rye-like","","","Canada","Blend"
"Sazerac 18yo","8.99","0.32","20","$$$$$+","Rye-like","","R4","USA","Rye"
"Canadian Club 30yo","8.98","0.18","6","$$$$$","Rye-like","","","Canada","Blend"
"Michter's Barrel Strength Rye","8.98","0.17","10","$$$$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's Dissertation","8.97","0.31","15","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Legacy","8.97","0.37","17","$$","Rye-like","","","Canada","Blend"
"Little Book Chapter 2 Noe Simple Task","8.96","0.21","12","$$$$","Rye-like","","","USA","Blend"
"J.P. Wiser's 35yo (2017)","8.95","0.45","19","$$$$$","Rye-like","","","Canada","Rye"
"Wild Turkey Master's Keep Cornerstone Rye","8.95","0.3","6","$$$$$","Rye-like","","R4","USA","Rye"
"Canadian Rockies 21yo (46%, new label)","8.94","0.06","3","$$$$","Rye-like","","","Canada","Blend"
"Canadian Rockies 21yo (all editions)","8.94","0.34","8","$$$$","Rye-like","","","Canada","Blend"
"Gibson's Finest Rare 18yo","8.93","0.32","11","$$$$","Rye-like","","","Canada","Blend"
"Willett Family Estate 6yo Rye","8.93","0.22","6","$$$$","Rye-like","","R4","USA","Rye"
"Canadian Club 40yo","8.92","0.41","15","$$$$$","Rye-like","","","Canada","Blend"
"High West Rendezvous Rye (pre-2018)","8.92","0.28","21","$$$$","Rye-like","","R4","USA","Rye"
"High West Rendezvous Rye (all bottlings)","8.91","0.28","21","$$$$","Rye-like","","R4","USA","Rye"
"Pike Creek 21yo Finished in Oloroso Sherry Casks (2019)","8.89","0.27","4","$$$$","Rye-like","","","Canada","Blend"
"Michter's 10yo Single Barrel Rye","8.88","0.22","9","$$$$$+","Rye-like","","R4","USA","Rye"
"Willett Family Estate 7yo Rye","8.88","0.2","6","$$$$","Rye-like","","R4","USA","Rye"
"Gooderham & Worts 19yo 49 Wellington (2019)","8.87","0.33","4","$$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Wendel Clark 11yo","8.87","0.28","10","$$","Rye-like","","","Canada","Rye"
"Lot 40","8.87","0.36","26","$$","Rye-like","","","Canada","Rye"
"Whistlepig The Boss Hog","8.86","0.27","12","$$$$$","Rye-like","","","Canada","Blend"
"Gooderham & Worts Eleven Souls Four Grain (2018)","8.85","0.33","13","$$$$","Rye-like","","","Canada","Blend"
"High West Double Rye (new recipe, post-2018)","8.85","0.33","4","$$","Rye-like","","R4","USA","Rye"
"Willett Family Estate 4yo Rye","8.85","0.42","10","$$$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's Alumni Series Mark Messier 11yo","8.84","0.32","5","$$","Rye-like","","","Canada","Rye"
"J.P. Wiser's Union 52","8.84","0.35","12","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Dave Keon 14yo","8.82","0.13","5","$$","Rye-like","","","Canada","Rye"
"Little Book (all Chapters)","8.82","0.21","12","$$$$","Rye-like","","","USA","Blend"
"Masterson's Straight Rye 10yo","8.82","0.40","19","$$$$","Rye-like","","","Canada","Rye"
"Forty Creek Confederation Oak (Batch A, B)","8.81","0.43","19","$$$","Rye-like","","","Canada","Blend"
"Pikesville Straight Rye","8.81","0.34","23","$$$$","Rye-like","","R4","USA","Rye"
"Willett Family Estate 25yo Rye","8.81","0.39","4","$$$$$+","Rye-like","","R4","USA","Rye"
"Amrut Rye","8.79","0.34","11","$$$$","Rye-like","","","India","Rye"
"Forty Creek Confederation Oak (Batch G, H, I)","8.79","0.09","3","$$$","Rye-like","","","Canada","Blend"
"Whistlepig 10yo","8.79","0.42","19","$$$$","Rye-like","","","Canada","Blend"
"Alberta Premium Cask Strength Rye","8.77","0.19","6","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Port Wood Reserve 2011/2012","8.76","0.25","13","$$$$","Rye-like","","","Canada","Blend"
"Lot 40 Cask Strength Third Edition (2019)","8.76","0.46","5","$$$$","Rye-like","","","Canada","Rye"
"High West Double Rye Manhattan Barrel","8.75","0.38","7","$$$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's Red Letter","8.75","0.36","16","$$$$","Rye-like","","","Canada","Blend"
"Willett Family Estate Rye (all ages)","8.74","0.32","21","$$$$","Rye-like","","R4","USA","Rye"
"Crown Royal Hand Selected Barrel","8.73","0.26","15","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Heart of Gold","8.73","0.38","11","$$$$","Rye-like","","","Canada","Blend"
"High West Bourye","8.72","0.35","12","$$$$","Rye-like","","R4","USA","Blend"
"Highwood Ninety Rye 20yo","8.72","0.32","13","$$","Rye-like","","","Canada","Blend"
"High West Double Rye (all bottlings)","8.70","0.32","21","$$","Rye-like","","R4","USA","Rye"
"Little Book Chapter 3 The Road Home","8.70","0.89","4","$$$$","Rye-like","","","USA","Blend"
"High West Double Rye (pre-2018)","8.69","0.32","19","$$","Rye-like","","R4","USA","Rye"
"Russell's Reserve 6yo Rye","8.69","0.29","8","$$$","Rye-like","","R4","USA","Rye"
"Willett Family Estate 5yo Rye","8.69","0.38","5","$$$$","Rye-like","","R4","USA","Rye"
"Forty Creek Confederation Oak (All Batches)","8.68","0.41","23","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Double Barrel Reserve","8.68","0.41","13","$$$","Rye-like","","","Canada","Blend"
"Gooderham & Worts 17yo Little Trinity Three Grain (2017)","8.68","0.36","18","$$$$","Rye-like","","","Canada","Blend"
"Jack Daniel's Single Barrel Rye","8.67","0.24","8","$$$","Rye-like","","R4","USA","Rye"
"Angel’s Envy Rye (Rum-finished)","8.66","0.51","13","$$$$","Rye-like","","R4","USA","Rye"
"Century Reserve 21yo","8.66","0.24","11","$$","Rye-like","","","Canada","Blend"
"Crown Royal Noble Collection Wine Barrel Finished","8.66","0.49","10","$$$","Rye-like","","","Canada","Blend"
"FEW Rye Whisky","8.65","0.57","7","$$$$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's Seasoned Oak 19yo","8.65","0.44","15","$$$$","Rye-like","","","Canada","Blend"
"Canadian Rockies 21yo (40%)","8.64","0.16","5","$$$","Rye-like","","","Canada","Blend"
"Pike Creek 21yo Double Barrel Speyside Cask Finish (2017)","8.64","0.33","14","$$$$","Rye-like","","","Canada","Blend"
"Little Book Chapter 1 The Easy","8.63","0.31","11","$$$$","Rye-like","","","USA","Blend"
"J.P. Wiser's Canada 2018","8.62","0.28","8","$$","Rye-like","","","Canada","Rye"
"Millstone 100 Rye","8.62","0.36","11","$$$$","Rye-like","","","Netherlands","Rye"
"High West Yippee Ki-Yay","8.61","0.65","13","$$$$","Rye-like","","R4","USA","Rye"
"Smooth Ambler Old Scout 7yo Rye","8.61","0.38","9","$$$","Rye-like","","R4","USA","Rye"
"Alberta Premium Dark Horse","8.60","0.36","20","$","Rye-like","","","Canada","Blend"
"Colonel E.H. Taylor Straight Rye","8.60","0.34","14","$$$$","Rye-like","","R4","USA","Rye"
"Rittenhouse Rye 100 Proof","8.6","0.23","22","$$","Rye-like","","R4","USA","Rye"
"Willett Family Estate 3yo Rye","8.6","0.46","11","$$$","Rye-like","","R4","USA","Rye"
"Canadian Club 20yo","8.59","0.25","11","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Evolution","8.59","0.79","10","$$$","Rye-like","","","Canada","Blend"
"Masterson's Straight Wheat 12yo","8.59","0.27","10","$$$$","Rye-like","","","Canada","Wheat"
"Crown Royal Blender's Select","8.58","0.16","5","$$","Rye-like","","","Canada","Blend"
"Gooderham & Worts Four Grain","8.58","0.29","17","$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Yvan Cournoyer 12yo","8.58","0.23","5","$$","Rye-like","","","Canada","Rye"
"Michter's Single Barrel Straight Rye","8.58","0.45","13","$$$","Rye-like","","R4","USA","Rye"
"Crown Royal Monarch 75th Anniversary","8.57","0.45","13","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Copper Pot Reserve","8.57","0.42","16","$","Rye-like","","","Canada","Blend"
"Jefferson's Straight Rye 10yo","8.57","0.35","7","$$$","Rye-like","","R4","USA","Rye"
"Wild Turkey 101 Rye","8.57","0.31","17","$$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's One Fifty","8.56","0.30","10","$$","Rye-like","","","Canada","Blend"
"Sazerac Straight Rye","8.56","0.48","20","$$","Rye-like","","R4","USA","Rye"
"Shelter Point Artisanal Cask Strength Whisky","8.56","0.18","6","$$$$","Rye-like","","","Canada","Blend"
"Alberta Rye Dark Batch","8.55","0.31","11","$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's 18yo","8.55","0.42","20","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Larry Robinson 6yo","8.55","0.33","7","$$","Rye-like","","","Canada","Rye"
"Masterson's Straight Barley 10yo","8.55","0.63","8","$$$$","Rye-like","","","Canada","Barley"
"Wayne Gretzky No. 99 Ninety Nine Proof","8.55","0.4","5","$$$$","Rye-like","","","Canada","Blend"
"Alberta Premium 20yo","8.54","0.50","3","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Triple Barrel Rye","8.54","0.27","10","$","Rye-like","","","Canada","Blend"
"Pike Creek 21yo Double Barrel European Oak Cask (2018)","8.52","0.34","11","$$$$","Rye-like","","","Canada","Blend"
"Barrell Rye (all Batches)","8.51","0.57","6","$$$$","Rye-like","","R4","USA","Rye"
"Collingwood 21yo","8.51","0.43","15","$$$","Rye-like","","","Canada","Blend"
"Crown Royal XO","8.50","0.51","10","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Confederation Oak (Batch C, D)","8.50","0.45","6","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Small Batch","8.50","0.27","12","$","Rye-like","","","Canada","Blend"
"Willett Family Estate 2yo Rye","8.5","0.3","10","$$$","Rye-like","","R4","USA","Rye"
"Forty Creek Heritage 2017","8.49","0.55","7","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Guy Lafleur 10yo","8.49","0.10","10","$$","Rye-like","","","Canada","Blend"
"Danfield's 21yo","8.48","0.66","13","$$","Rye-like","","","Canada","Blend"
"Forty Creek Confederation Oak (Batch E, F)","8.48","0.24","6","$$$","Rye-like","","","Canada","Blend"
"Crown Royal Northern Harvest Rye","8.47","0.36","25","$$","Rye-like","","","Canada","Blend"
"High West Double Rye Campfire Barrel","8.47","0.36","6","$$$","Rye-like","","R4","USA","Rye"
"Barrell Rye Batch 002","8.46","0.73","4","$$$$","Rye-like","","R4","USA","Rye"
"Knob Creek Small Batch Straight Rye Whiskey","8.46","0.42","20","$$$","Rye-like","","R4","USA","Rye"
"Caribou Crossing Single Barrel","8.45","0.50","16","$$$$","Rye-like","","","Canada","Blend"
"Pike Creek 10yo Rum-finished","8.45","0.28","11","$$","Rye-like","","","Canada","Blend"
"Stalk & Barrel Rye","8.45","0.3","7","$$$","Rye-like","","","Canada","Blend"
"George Dickel Rye","8.44","0.36","16","$$","Rye-like","","R4","USA","Rye"
"Jim Beam Pre-Prohibition Rye","8.44","0.41","6","$","Rye-like","","R4","USA","Rye"
"Forty Creek Founder's Reserve","8.43","0.35","7","$$$","Rye-like","","","Canada","Blend"
"Prichard’s Rye","8.43","0.29","3","$$$$","Rye-like","","R4","USA","Rye"
"High West Son of Bourye","8.42","0.43","12","$$$","Rye-like","","R4","USA","Blend"
"Crown Royal Reserve","8.39","0.63","17","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's 15yo","8.39","0.21","8","$$$","Rye-like","","","Canada","Blend"
"Stalk & Barrel Rye (Cask Strength)","8.37","0.4","9","$$$","Rye-like","","","Canada","Blend"
"Potter's Special Old","8.35","0.51","4","$","Rye-like","","","Canada","Blend"
"Bulleit Rye","8.34","0.61","21","$$","Rye-like","","R4","USA","Rye"
"Centennial 10yo","8.33","0.42","6","$","Rye-like","","","Canada","Blend"
"Pike Creek 10yo Port-finished","8.33","0.47","16","$$","Rye-like","","","Canada","Blend"
"Bearface Triple Oak 7yo","8.32","0.29","10","$$","Rye-like","","","Canada","Rye"
"Canadian Club Reserve 10yo","8.32","0.64","9","$$","Rye-like","","","Canada","Blend"
"Canadian Rockies 17yo","8.31","0.55","5","$$$","Rye-like","","","Canada","Blend"
"Crown Royal Noble Collection Cornerstone Blend","8.30","0.75","6","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Three Grain Harmony","8.30","0.52","9","$$$","Rye-like","","","Canada","Blend"
"Willett Family Estate Rye XCF 1.0","8.3","0.49","4","$$$$$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's Double Still Rye","8.29","0.37","9","$","Rye-like","","","Canada","Blend"
"Crown Royal Limited Edition","8.28","0.20","12","$$","Rye-like","","","Canada","Blend"
"Forty Creek Barrel Select","8.28","0.69","19","$","Rye-like","","","Canada","Blend"
"Crown Royal Noble Collection French Oak Cask Finished","8.27","0.86","3","$$$","Rye-like","","","Canada","Blend"
"Parker’s Heritage 13th 2019 8yo Heavy Char Barrels Rye","8.27","0.93","4","$$$$$","Rye-like","","R4","USA","Rye"
"Stalk & Barrel Red Blend","8.27","0.39","7","$$","Rye-like","","","Canada","Blend"
"Yellow Rose Straight Rye","8.27","0.55","5","$$$","Rye-like","","R4","USA","Rye"
"Jack Daniel's Rested Tennessee Rye (Batch 1/2)","8.26","0.54","4","$$$","Rye-like","","R4","USA","Rye"
"Alberta Springs 10yo","8.25","0.44","9","$","Rye-like","","","Canada","Blend"
"Canadian Club 100% Rye","8.25","0.37","18","$","Rye-like","","","Canada","Rye"
"Old Overholt Bonded","8.25","0.33","3","$$","Rye-like","","R4","USA","Rye"
"Woodford Reserve Straight Rye","8.25","0.29","12","$$","Rye-like","","R4","USA","Rye"
"66 Gilead Crimson Rye","8.21","0.46","7","$$","Rye-like","","","Canada","Blend"
"Wayne Gretzky No. 99 Ice Cask","8.2","0.33","6","$$$","Rye-like","","","Canada","Blend"
"Crown Royal Black","8.19","0.49","19","$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Paul Coffey 7yo","8.18","0.45","6","$$","Rye-like","","","Canada","Rye"
"Stalk & Barrel 11+1 Canadian whisky","8.18","0.43","19","$$","Rye-like","","","Canada","Blend"
"Crown Royal Bourbon Mash (Blender's Mash)","8.17","0.65","8","$$","Rye-like","","","Canada","Blend"
"Gibson's Bold 8yo","8.17","0.46","6","$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Lanny MacDonald 9yo","8.17","0.48","10","$$","Rye-like","","","Canada","Blend"
"Canadian Club Sherry Cask","8.15","0.66","9","$$","Rye-like","","","Canada","Blend"
"Wild Turkey 81 Rye","8.13","0.33","8","$$","Rye-like","","R4","USA","Rye"
"Koval Single Barrel Rye","8.11","0.21","5","$$$","Rye-like","","R4","USA","Rye"
"Hiram Walker Special Old Rye","8.10","0.38","10","$","Rye-like","","","Canada","Blend"
"Pendleton 1910","8.1","0.7","11","$$","Rye-like","","","Canada","Blend"
"Alberta Premium","8.08","0.68","14","$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Darryl Sitter 10yo","8.08","0.41","7","$$","Rye-like","","","Canada","Rye"
"Canadian Club Classic 12yo (Small Batch)","8.07","0.42","17","$","Rye-like","","","Canada","Blend"
"Century Reserve Lot 15/25","8.07","0.92","6","$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Hopped","8.05","0.56","8","$","Rye-like","","","Canada","Blend"
"Stalk & Barrel Blue Blend","8.04","0.66","6","$$","Rye-like","","","Canada","Blend"
"Canada Gold","8.03","0.73","6","$","Rye-like","","","Canada","Blend"
"Royal Canadian Small Batch","8.03","0.39","14","$$","Rye-like","","","Canada","Blend"
"Collingwood","7.99","0.29","11","$$","Rye-like","","","Canada","Blend"
"Coyote Ugly","7.99","0.59","5","$","Rye-like","","","Canada","Blend"
"Ezra Brooks Rye","7.99","0.51","3","$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's Deluxe","7.99","0.52","12","$","Rye-like","","","Canada","Blend"
"Canadian Mist Black Diamond","7.98","0.58","6","$","Rye-like","","","Canada","Blend"
"Gibson's Finest Sterling","7.98","0.37","10","$","Rye-like","","","Canada","Blend"
"Canadian Club Barley Batch","7.96","0.38","5","$$","Rye-like","","","Canada","Blend"
"Jim Beam Rye","7.96","0.64","12","$","Rye-like","","R4","USA","Rye"
"Canadian Club Reserve 9yo","7.94","0.54","5","$","Rye-like","","","Canada","Blend"
"Templeton Rye","7.94","0.44","8","$$$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's Rye","7.93","0.41","10","$","Rye-like","","","Canada","Blend"
"Highwood Ninety 5yo","7.92","0.79","9","$","Rye-like","","","Canada","Blend"
"Wayne Gretzky No. 99 Red Cask","7.92","0.45","12","$$","Rye-like","","","Canada","Blend"
"Pendleton (Let'er Buck)","7.91","0.57","14","$$","Rye-like","","","Canada","Blend"
"Twelve Barrels","7.89","0.39","6","$$","Rye-like","","","Canada","Blend"
"Gibson's Finest 12yo","7.83","0.75","13","$","Rye-like","","","Canada","Blend"
"Schenley Golden Wedding","7.77","0.68","11","$","Rye-like","","","Canada","Blend"
"Pendleton Midnight","7.76","0.51","4","$$","Rye-like","","","Canada","Blend"
"Old Overholt","7.73","0.57","9","$","Rye-like","","R4","USA","Rye"
"Rich and Rare","7.72","0.62","6","$","Rye-like","","","Canada","Blend"
"Rich and Rare Reserve","7.7","0.53","8","$","Rye-like","","","Canada","Blend"
"Silk Tassel","7.66","0.76","4","$","Rye-like","","","Canada","Blend"
"Black Velvet 3yo","7.64","1.00","10","$","Rye-like","","","Canada","Blend"
"Seagram's VO","7.58","0.71","12","$","Rye-like","","","Canada","Blend"
"Crown Royal","7.56","0.46","25","$","Rye-like","","","Canada","Blend"
"Canadian Mist","7.53","0.71","12","$","Rye-like","","","Canada","Blend"
"8 Seconds","7.49","0.43","5","$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Special Blend","7.33","0.77","7","$","Rye-like","","","Canada","Blend"
"Black Velvet Reserve 8yo","7.32","0.62","5","$","Rye-like","","","Canada","Blend"
"Canadian Club (Premium)","7.31","0.71","22","$","Rye-like","","","Canada","Blend"
"Seagram's Canadian 83","7.3","0.75","7","$","Rye-like","","","Canada","Blend"
"Proof Whisky","7.13","0.84","9","$$","Rye-like","","","Canada","Blend"
"Black Velvet Deluxe","7.06","0.76","8","$","Rye-like","","","Canada","Blend"
"Ellington Reserve 8yo","6.81","1.01","4","$","Rye-like","","","Canada","Blend"
"Parker’s Heritage 2nd 27yo Kentucky Straight Boubon","9.3","0.29","4","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Willett Family Estate 22yo Bourbon","9.3","0.08","4","$$$$$+","Bourbon-like","","R2","USA","Bourbon"
"Pappy Van Winkle Family Reserve Bourbon 15yo","9.24","0.24","13","$$$$$+","Bourbon-like","","R0","USA","Bourbon"
"Barrell Single Barrel (all barrels)","9.21","0.20","3","","Bourbon-like","","","USA","Bourbon"
"George T Stagg","9.20","0.25","30","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Pappy Van Winkle Family Reserve Bourbon 20yo","9.2","0.36","17","$$$$$+","Bourbon-like","","R0","USA","Bourbon"
"William Larue Weller","9.2","0.23","22","$$$$$+","Bourbon-like","","R0","USA","Bourbon"
"Parker’s Heritage 7th 10yo Promise of Hope","9.19","0.27","10","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Elijah Craig 21yo","9.17","0.33","6","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Wild Turkey 15yo American Spirit","9.16","0.31","3","$$$$$+","Bourbon-like","","R2","USA","Bourbon"
"Willett Family Estate 24yo Bourbon","9.15","0.34","3","$$$$$+","Bourbon-like","","R2","USA","Bourbon"
"Michter's 20yo Single Barrel Bourbon","9.12","0.40","6","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Parker’s Heritage 6th Blend of Mashbills","9.11","0.18","7","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Parker’s Heritage 4th 10yo Wheated Mash Bill Bourbon","9.1","0.23","5","$$$$$+","Bourbon-like","","R0","USA","Bourbon"
"Stagg Jr batch 9 (131.9 proof)","9.1","0.07","5","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Four Roses Small Batch Limited Edition","9.07","0.21","23","$$$$$+","Bourbon-like","","R3","USA","Bourbon"
"Buffalo Trace Experimental Collection 12yo floor #5 (rye, 2014)","9.06","0.25","5","$$$$$","Bourbon-like","","R1","USA","Bourbon"
"Parker’s Heritage 5th 10yo Cognac Barrel Finished","9.06","0.35","9","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Willett Family Estate 8yo Bourbon","9.05","0.06","3","$$$$","Bourbon-like","","R2","USA","Bourbon"
"Willett Family Estate 13yo Bourbon","9.04","0.55","5","$$$$$+","Bourbon-like","","R2","USA","Bourbon"
"Barrell Bourbon Batch 011","9.03","0.23","5","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Wild Turkey Master's Keep Decades","9.03","0.17","10","$$$$$","Bourbon-like","","R2","USA","Bourbon"
"Barrell Bourbon Batch 015","9.01","0.39","5","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Stagg Jr batch 9 (116.8 proof)","9.01","0.23","3","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Barrell Bourbon Batch 019","9.00","0.03","3","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Parker’s Heritage 1st","9","0.14","3","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Stagg Jr batch 5 (129.7 proof)","9","0.26","4","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Willett Family Estate Bourbon (all ages)","9","0.27","20","$$$$","Bourbon-like","","R2","USA","Bourbon"
"Stagg Jr (batches 3+)","8.99","0.22","17","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Stagg Jr batch 4 (132.2 proof)","8.98","0.19","5","$$$$","Bourbon-like","","R1","USA","Bourbon"
"William Heavenhill BiB","8.98","0.14","6","$$$$$+","Bourbon-like","","R2","USA","Bourbon"
"Barrell Bourbon New Years Batch 2018","8.97","0.24","5","$$$$$","Bourbon-like","","R3","USA","Bourbon"
"Blanton's Straight from the Barrel Bourbon","8.97","0.22","16","$$$$","Bourbon-like","","R2","USA","Bourbon"
"Wild Turkey Master's Keep Revival","8.97","0.25","6","$$$$$","Bourbon-like","","R2","USA","Bourbon"
"Willett Family Estate 7yo Bourbon","8.96","0.28","4","$$$$","Bourbon-like","","R2","USA","Bourbon"
"Barrell Bourbon Batch 018","8.94","0.11","3","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Colonel EH. Taylor Barrel Proof","8.94","0.19","13","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Barrell Bourbon New Years (all Batches)","8.93","0.25","6","$$$$$","Bourbon-like","","R3","USA","Bourbon"
"Willett Family Estate 17yo Bourbon","8.93","0.59","3","$$$$$+","Bourbon-like","","R2","USA","Bourbon"
"Parker’s Heritage 11th 2017 11yo","8.92","0.39","7","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Stagg Jr batch 11 (127.9 proof)","8.92","0.38","3","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Willett Family Estate 11yo Bourbon","8.92","0.33","9","$$$$$+","Bourbon-like","","R2","USA","Bourbon"
"Jack Daniel's 150th Anniversary","8.90","0.32","3","$$$","Bourbon-like","","R1","USA","Bourbon"
"Old Rip Van Winkle 10yo","8.90","0.23","15","$$$$$+","Bourbon-like","","R0","USA","Bourbon"
"Heaven Hill Select Stock Barrel","8.89","0.12","3","$$$$$","Bourbon-like","","R1","USA","Bourbon"
"Barrell Bourbon Batch 013","8.88","0.24","3","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Barrell Dovetail Whiskey (all Batches)","8.87","0.39","4","$$$$","Bourbon-like","","","USA","Blend"
"Wild Turkey 17yo Master's Keep","8.87","0.32","13","$$$$$","Bourbon-like","","R2","USA","Bourbon"
"Barrell Bourbon New Years Batch 2017","8.86","0.31","3","$$$$$","Bourbon-like","","R3","USA","Bourbon"
"Eagle Rare 17yo","8.86","0.29","17","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Willett Family Estate 14yo Bourbon","8.86","0.41","4","$$$$$+","Bourbon-like","","R2","USA","Bourbon"
"Angel's Envy Cask Strength","8.85","0.50","12","$$$$$+","Bourbon-like","","R2","USA","Bourbon"
"Pappy Van Winkle Family Reserve Bourbon 23yo","8.85","0.39","9","$$$$$+","Bourbon-like","","R0","USA","Bourbon"
"Willett Family Estate 5yo Bourbon","8.85","0.12","3","$$$","Bourbon-like","","R2","USA","Bourbon"
"Barrell Bourbon Batch 009","8.84","0.19","6","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Elijah Craig Barrel Proof","8.84","0.31","21","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Michter's 10yo Single Barrel Bourbon","8.84","0.31","17","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"W.L. Weller 12yo","8.84","0.18","19","$$$$$","Bourbon-like","","R0","USA","Bourbon"
"Colonel E.H. Taylor Four Grain","8.83","0.30","10","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Yellowstone 2018 Limited Edition","8.83","0.19","3","$$$$$","Bourbon-like","","R3","USA","Bourbon"
"Jefferson's 18yo Presidential Select","8.82","0.45","10","$$$$$+","Bourbon-like","","R3","USA","Bourbon"
"Old Forester 1920 Prohibition Style","8.82","0.25","11","$$$$","Bourbon-like","","R2","USA","Bourbon"
